x,y,01:17:C5:97:87:84,01:17:C5:97:1B:44,01:17:C5:97:44:BE,01:17:C5:97:DE:E8,EC:7D:1E:28:F0:06,F0:AB:CE:31:10:B9,01:17:C5:97:B5:70,01:17:C5:97:E7:B3,01:17:C5:97:5B:1D,01:17:C5:97:58:C3,FA:CF:CB:5D:0E:B8,F7:38:03:58:5F:67,
-601.66650390625,50.912994384765625,-72,-75,-95,-80,-100,-100,-70,-81,-77,-82,-71,-100,
-601.66650390625,50.912994384765625,-72,-75,-95,-80,-100,-100,-70,-81,-77,-82,-71,-100,
-601.66650390625,50.912994384765625,-72,-75,-95,-80,-100,-100,-70,-81,-77,-82,-71,-100,
-601.66650390625,50.912994384765625,-72,-75,-95,-80,-100,-100,-70,-81,-77,-82,-71,-100,
-601.66650390625,50.912994384765625,-72,-75,-95,-80,-100,-100,-70,-81,-77,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-74,-95,-79,-94,-91,-73,-81,-78,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-77,-74,-90,-79,-100,-100,-74,-82,-79,-82,-71,-100,
-601.66650390625,50.912994384765625,-78,-77,-84,-82,-100,-93,-73,-82,-79,-82,-75,-100,
-601.66650390625,50.912994384765625,-78,-77,-84,-82,-100,-93,-73,-82,-79,-82,-75,-100,
-601.66650390625,50.912994384765625,-78,-77,-84,-82,-100,-93,-73,-82,-79,-82,-75,-100,
-601.66650390625,50.912994384765625,-93,-77,-88,-78,-100,-100,-73,-82,-78,-82,-71,-100,
