x,y,EC:7D:1E:28:F0:06,D3:88:EE:6C:33:17,F0:AB:CE:31:10:B9,01:17:C5:97:87:84,01:17:C5:97:B5:70,01:17:C5:97:1B:44,01:17:C5:97:5B:1D,01:17:C5:97:DE:E8,01:17:C5:97:E7:B3,01:17:C5:97:58:C3,01:17:C5:97:44:BE,FA:CF:CB:5D:0E:B8,F7:38:03:58:5F:67,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-81,-90,-84,-92,-72,-75,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-81,-90,-84,-92,-72,-75,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-81,-90,-84,-92,-72,-75,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-85,-65,-79,-81,-90,-84,-97,-76,-74,-75,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-75,-80,-92,-84,-95,-76,-74,-76,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-71,-75,-79,-93,-84,-97,-75,-74,-78,-94,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-86,-71,-76,-75,-92,-85,-96,-75,-74,-78,-93,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-73,-73,-79,-88,-84,-93,-76,-74,-77,-94,
-601.00048828125,1050.0680046081543,-100,-100,-100,-66,-75,-79,-89,-87,-93,-76,-74,-75,-94,
