x,y,01:17:C5:97:87:84,01:17:C5:97:E7:B3,01:17:C5:97:DE:E8,F0:AB:CE:31:10:B9,FA:C5:13:37:F5:09,D2:AC:7C:25:36:FA,F7:38:03:58:5F:67,01:17:C5:97:B5:70,01:17:C5:97:1B:44,01:17:C5:97:5B:1D,01:17:C5:97:44:BE,01:17:C5:97:58:C3,EC:7D:1E:28:F0:06,
-992.4040069580078,641.2840194702148,-74,-100,-87,-100,-100,-100,-100,-67,-84,-82,-78,-84,-100,
-992.4040069580078,641.2840194702148,-70,-100,-91,-100,-100,-100,-100,-66,-81,-85,-84,-86,-100,
-992.4040069580078,641.2840194702148,-70,-100,-91,-100,-100,-100,-100,-66,-81,-85,-84,-86,-100,
-992.4040069580078,641.2840194702148,-73,-100,-92,-100,-100,-100,-100,-70,-80,-86,-81,-100,-100,
-992.4040069580078,641.2840194702148,-74,-95,-90,-100,-100,-100,-100,-71,-82,-84,-80,-100,-100,
-992.4040069580078,641.2840194702148,-73,-97,-92,-100,-100,-100,-100,-68,-82,-87,-83,-91,-100,
-992.4040069580078,641.2840194702148,-75,-100,-92,-100,-100,-100,-100,-72,-82,-82,-82,-92,-100,
-992.4040069580078,641.2840194702148,-73,-93,-95,-100,-100,-100,-100,-73,-83,-83,-83,-90,-100,
-992.4040069580078,641.2840194702148,-73,-93,-93,-90,-100,-100,-100,-71,-82,-83,-86,-91,-100,
-992.4040069580078,641.2840194702148,-76,-100,-93,-100,-100,-100,-100,-69,-83,-80,-86,-90,-100,
-1010.3339920043945,646.3365135192871,-79,-100,-89,-100,-100,-100,-100,-72,-83,-80,-77,-91,-100,
-1010.3339920043945,646.3365135192871,-79,-100,-89,-100,-100,-100,-100,-72,-83,-80,-77,-91,-100,
-1010.3339920043945,646.3365135192871,-76,-100,-92,-100,-100,-100,-100,-67,-87,-82,-77,-85,-100,
-1010.3339920043945,646.3365135192871,-71,-100,-93,-100,-100,-100,-100,-70,-83,-86,-71,-86,-100,
-1010.3339920043945,646.3365135192871,-71,-100,-93,-100,-100,-100,-100,-65,-82,-83,-71,-92,-100,
-1010.3339920043945,646.3365135192871,-72,-100,-90,-100,-100,-100,-100,-66,-90,-90,-73,-86,-100,
-1010.3339920043945,646.3365135192871,-75,-100,-92,-100,-100,-100,-100,-71,-89,-79,-76,-87,-100,
-1010.3339920043945,646.3365135192871,-75,-100,-94,-100,-100,-100,-100,-73,-90,-76,-78,-88,-100,
-1010.3339920043945,646.3365135192871,-75,-100,-92,-100,-100,-100,-100,-69,-86,-84,-70,-85,-100,
-1010.3339920043945,646.3365135192871,-75,-100,-92,-100,-100,-100,-100,-69,-86,-84,-70,-85,-100,
-1496.2469863891602,646.6370124816895,-82,-100,-100,-100,-100,-100,-100,-62,-83,-90,-80,-87,-100,
-1496.2469863891602,646.6370124816895,-80,-100,-90,-100,-100,-100,-100,-63,-87,-80,-75,-87,-100,
-1496.2469863891602,646.6370124816895,-81,-100,-90,-100,-100,-100,-100,-63,-87,-78,-82,-93,-100,
-1496.2469863891602,646.6370124816895,-77,-100,-90,-100,-100,-100,-100,-60,-83,-78,-78,-100,-100,
-1496.2469863891602,646.6370124816895,-78,-100,-89,-100,-100,-100,-100,-62,-83,-77,-84,-91,-100,
-1496.2469863891602,646.6370124816895,-76,-100,-93,-100,-100,-100,-100,-60,-83,-77,-81,-90,-100,
-1496.2469863891602,646.6370124816895,-77,-100,-91,-100,-100,-100,-100,-64,-83,-77,-77,-90,-100,
-1496.2469863891602,646.6370124816895,-77,-100,-98,-100,-100,-100,-100,-63,-83,-78,-81,-92,-100,
-1496.2469863891602,646.6370124816895,-80,-100,-92,-100,-100,-100,-100,-63,-84,-86,-84,-90,-100,
-1496.2469863891602,646.6370124816895,-80,-100,-92,-100,-100,-100,-100,-63,-84,-86,-84,-90,-100,
-1504.7469863891602,662.1370124816895,-80,-100,-91,-100,-100,-100,-100,-65,-91,-82,-81,-87,-100,
-1504.7469863891602,662.1370124816895,-74,-100,-95,-100,-100,-100,-100,-65,-90,-88,-77,-82,-100,
-1504.7469863891602,662.1370124816895,-77,-100,-97,-100,-100,-100,-100,-68,-90,-87,-79,-85,-100,
-1504.7469863891602,662.1370124816895,-77,-100,-97,-100,-100,-100,-100,-68,-90,-87,-79,-85,-100,
-1504.7469863891602,662.1370124816895,-78,-100,-93,-100,-100,-100,-100,-66,-88,-82,-76,-85,-100,
-1504.7469863891602,662.1370124816895,-74,-100,-92,-100,-100,-100,-100,-70,-87,-82,-83,-85,-100,
-1504.7469863891602,662.1370124816895,-78,-100,-95,-100,-100,-100,-100,-67,-86,-83,-79,-86,-100,
-1504.7469863891602,662.1370124816895,-75,-100,-93,-100,-100,-100,-100,-68,-85,-84,-80,-84,-100,
-1504.7469863891602,662.1370124816895,-75,-96,-96,-100,-100,-100,-100,-67,-94,-81,-77,-85,-100,
-1504.7469863891602,662.1370124816895,-75,-96,-96,-100,-100,-100,-100,-67,-94,-81,-77,-85,-100,
-1511.7469863891602,654.1370124816895,-73,-100,-93,-100,-100,-100,-100,-68,-91,-82,-88,-92,-100,
-1511.7469863891602,654.1370124816895,-81,-100,-88,-100,-100,-100,-100,-67,-90,-80,-76,-90,-100,
-1511.7469863891602,654.1370124816895,-90,-100,-89,-100,-100,-100,-100,-74,-88,-80,-81,-89,-100,
-1511.7469863891602,654.1370124816895,-87,-100,-88,-100,-100,-100,-100,-74,-90,-78,-79,-82,-100,
-1511.7469863891602,654.1370124816895,-87,-100,-91,-100,-100,-100,-100,-79,-88,-82,-82,-81,-100,
-1511.7469863891602,654.1370124816895,-86,-100,-93,-100,-100,-100,-100,-76,-94,-82,-80,-94,-100,
-1511.7469863891602,654.1370124816895,-86,-100,-93,-100,-100,-100,-100,-76,-94,-82,-80,-94,-100,
-1511.7469863891602,654.1370124816895,-83,-100,-89,-100,-100,-100,-100,-78,-93,-86,-78,-85,-100,
-1511.7469863891602,654.1370124816895,-87,-100,-88,-100,-100,-100,-100,-74,-90,-86,-83,-83,-100,
-1511.7469863891602,654.1370124816895,-90,-100,-89,-100,-100,-100,-100,-75,-87,-78,-76,-91,-100,
-1497.3829956054688,246.92650604248047,-78,-100,-91,-100,-100,-100,-100,-74,-85,-74,-77,-88,-100,
-1497.3829956054688,246.92650604248047,-81,-100,-86,-100,-100,-100,-100,-79,-84,-76,-77,-90,-100,
-1497.3829956054688,246.92650604248047,-82,-100,-90,-100,-100,-100,-100,-72,-86,-72,-78,-88,-100,
-1497.3829956054688,246.92650604248047,-80,-100,-89,-100,-100,-100,-100,-70,-88,-71,-83,-86,-100,
-1497.3829956054688,246.92650604248047,-83,-100,-87,-100,-100,-100,-100,-72,-86,-76,-80,-87,-100,
-1497.3829956054688,246.92650604248047,-83,-100,-87,-100,-100,-100,-100,-72,-86,-76,-80,-87,-100,
-1497.3829956054688,246.92650604248047,-81,-100,-87,-100,-100,-100,-100,-68,-85,-74,-77,-87,-100,
-1497.3829956054688,246.92650604248047,-82,-100,-86,-100,-100,-100,-100,-67,-88,-76,-86,-88,-100,
-1497.3829956054688,246.92650604248047,-83,-100,-92,-100,-100,-100,-100,-68,-85,-82,-78,-90,-100,
-1497.3829956054688,246.92650604248047,-86,-100,-88,-100,-100,-100,-100,-66,-88,-76,-79,-87,-100,
-1508.3829956054688,252.42650604248047,-82,-100,-90,-100,-100,-100,-100,-67,-85,-79,-80,-89,-100,
-1508.3829956054688,252.42650604248047,-86,-100,-94,-100,-100,-100,-100,-78,-86,-82,-80,-93,-100,
-1508.3829956054688,252.42650604248047,-86,-100,-93,-100,-100,-100,-100,-74,-86,-79,-86,-94,-100,
-1508.3829956054688,252.42650604248047,-86,-100,-90,-100,-100,-100,-100,-80,-88,-79,-84,-100,-100,
-1508.3829956054688,252.42650604248047,-86,-100,-90,-100,-100,-100,-100,-80,-88,-79,-84,-100,-100,
-1508.3829956054688,252.42650604248047,-82,-100,-90,-100,-100,-100,-100,-79,-89,-77,-78,-94,-100,
-1508.3829956054688,252.42650604248047,-85,-100,-93,-100,-100,-100,-100,-75,-90,-78,-78,-92,-100,
-1508.3829956054688,252.42650604248047,-86,-100,-94,-100,-100,-100,-100,-75,-90,-80,-76,-93,-100,
-1508.3829956054688,252.42650604248047,-86,-100,-91,-100,-100,-100,-100,-72,-90,-79,-77,-92,-100,
-1508.3829956054688,252.42650604248047,-85,-100,-89,-100,-100,-100,-100,-77,-91,-78,-87,-100,-100,
-1507.3829956054688,260.42650604248047,-85,-100,-87,-100,-100,-100,-100,-75,-90,-78,-72,-90,-100,
-1507.3829956054688,260.42650604248047,-77,-100,-92,-100,-100,-100,-100,-75,-89,-85,-83,-85,-100,
-1507.3829956054688,260.42650604248047,-78,-100,-100,-100,-100,-100,-100,-72,-88,-83,-81,-89,-100,
-1507.3829956054688,260.42650604248047,-79,-100,-91,-94,-100,-100,-100,-70,-90,-89,-78,-88,-100,
-1507.3829956054688,260.42650604248047,-77,-100,-94,-95,-100,-100,-100,-72,-85,-90,-80,-87,-100,
-1507.3829956054688,260.42650604248047,-74,-100,-103,-100,-100,-100,-100,-69,-87,-82,-78,-87,-100,
-1507.3829956054688,260.42650604248047,-74,-100,-90,-100,-100,-100,-100,-66,-91,-79,-79,-89,-100,
-1507.3829956054688,260.42650604248047,-73,-100,-90,-100,-100,-100,-100,-70,-89,-81,-80,-86,-100,
-1507.3829956054688,260.42650604248047,-73,-100,-90,-100,-100,-100,-100,-70,-89,-81,-80,-86,-100,
-1507.3829956054688,260.42650604248047,-73,-100,-91,-100,-100,-100,-100,-67,-92,-86,-83,-85,-100,
-13.914993286132812,1149.577507019043,-86,-100,-100,-79,-100,-100,-79,-100,-90,-90,-80,-69,-100,
-13.914993286132812,1149.577507019043,-97,-100,-100,-96,-100,-100,-81,-87,-100,-100,-100,-65,-100,
-13.914993286132812,1149.577507019043,-78,-100,-100,-84,-100,-100,-84,-85,-91,-100,-85,-67,-100,
-13.914993286132812,1149.577507019043,-83,-100,-100,-100,-100,-100,-86,-88,-100,-100,-83,-66,-100,
-13.914993286132812,1149.577507019043,-78,-100,-100,-100,-100,-100,-83,-94,-100,-100,-84,-69,-100,
-13.914993286132812,1149.577507019043,-80,-100,-100,-100,-100,-100,-81,-87,-89,-89,-87,-67,-100,
-13.914993286132812,1149.577507019043,-77,-100,-100,-100,-100,-100,-78,-86,-100,-100,-88,-68,-100,
-13.914993286132812,1149.577507019043,-78,-100,-100,-100,-100,-100,-78,-87,-92,-100,-91,-68,-100,
-13.914993286132812,1149.577507019043,-80,-100,-100,-100,-100,-100,-85,-83,-100,-88,-83,-67,-100,
-13.914993286132812,1149.577507019043,-76,-100,-100,-85,-100,-100,-78,-88,-100,-88,-84,-67,-100,
-1.4149932861328125,1162.077507019043,-84,-100,-100,-79,-100,-100,-82,-88,-100,-100,-100,-67,-100,
-1.4149932861328125,1162.077507019043,-90,-100,-100,-76,-100,-100,-84,-89,-100,-100,-100,-69,-100,
-1.4149932861328125,1162.077507019043,-92,-100,-100,-74,-100,-100,-72,-90,-100,-100,-82,-100,-100,
-1.4149932861328125,1162.077507019043,-89,-100,-100,-100,-87,-100,-72,-86,-100,-100,-82,-70,-100,
-1.4149932861328125,1162.077507019043,-91,-100,-100,-100,-100,-100,-79,-87,-100,-92,-88,-71,-100,
-1.4149932861328125,1162.077507019043,-81,-100,-100,-100,-87,-100,-77,-88,-91,-91,-80,-74,-100,
-1.4149932861328125,1162.077507019043,-85,-100,-100,-100,-100,-100,-76,-87,-100,-91,-88,-70,-100,
-1.4149932861328125,1162.077507019043,-100,-100,-100,-100,-100,-100,-76,-90,-90,-100,-80,-70,-100,
-1.4149932861328125,1162.077507019043,-87,-100,-94,-100,-100,-100,-76,-87,-94,-100,-83,-71,-100,
-1.4149932861328125,1162.077507019043,-87,-100,-100,-100,-100,-100,-72,-100,-100,-95,-80,-67,-100,
4.5850067138671875,1144.077507019043,-79,-100,-100,-78,-100,-100,-81,-100,-100,-100,-85,-83,-100,
4.5850067138671875,1144.077507019043,-83,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-82,-100,
4.5850067138671875,1144.077507019043,-81,-100,-100,-100,-100,-100,-77,-92,-100,-100,-82,-73,-100,
4.5850067138671875,1144.077507019043,-82,-100,-100,-100,-100,-100,-75,-92,-100,-100,-86,-73,-100,
4.5850067138671875,1144.077507019043,-80,-100,-100,-100,-100,-100,-81,-100,-100,-95,-80,-73,-100,
4.5850067138671875,1144.077507019043,-86,-100,-100,-100,-100,-100,-76,-100,-100,-92,-84,-75,-100,
4.5850067138671875,1144.077507019043,-88,-100,-100,-100,-100,-100,-78,-90,-100,-94,-86,-77,-100,
4.5850067138671875,1144.077507019043,-81,-100,-100,-100,-100,-100,-77,-86,-100,-100,-78,-75,-100,
4.5850067138671875,1144.077507019043,-80,-100,-100,-79,-100,-100,-81,-84,-100,-100,-86,-72,-100,
4.5850067138671875,1144.077507019043,-81,-100,-100,-100,-100,-100,-81,-90,-100,-100,-86,-75,-100,
