x,y,01:17:C5:97:87:84,01:17:C5:97:E7:B3,01:17:C5:97:DE:E8,F0:AB:CE:31:10:B9,FA:C5:13:37:F5:09,D2:AC:7C:25:36:FA,F7:38:03:58:5F:67,01:17:C5:97:B5:70,01:17:C5:97:1B:44,01:17:C5:97:5B:1D,01:17:C5:97:44:BE,01:17:C5:97:58:C3,EC:7D:1E:28:F0:06,
-1203.5669975280762,-1244.7614994049072,-100,-78,-70,-100,-100,-100,-100,-94,-80,-77,-100,-100,-100,
-1203.5669975280762,-1244.7614994049072,-100,-78,-70,-100,-100,-100,-100,-94,-80,-77,-100,-100,-100,
-1203.5669975280762,-1244.7614994049072,-100,-81,-73,-100,-100,-100,-100,-87,-73,-83,-97,-99,-100,
-1203.5669975280762,-1244.7614994049072,-100,-81,-77,-100,-100,-100,-100,-89,-72,-81,-96,-100,-100,
-1203.5669975280762,-1244.7614994049072,-94,-79,-66,-100,-100,-100,-100,-86,-75,-86,-100,-100,-100,
-1195.8439979553223,-1253.5802478790283,-91,-78,-69,-100,-100,-100,-100,-88,-75,-85,-100,-91,-100,
-1195.8439979553223,-1253.5802478790283,-100,-72,-64,-100,-100,-100,-100,-87,-73,-80,-100,-100,-100,
-1195.8439979553223,-1253.5802478790283,-96,-68,-59,-100,-100,-100,-100,-85,-74,-80,-97,-100,-96,
-1195.8439979553223,-1253.5802478790283,-100,-70,-58,-100,-100,-100,-100,-87,-73,-77,-100,-100,-100,
-1195.8439979553223,-1253.5802478790283,-100,-73,-56,-100,-100,-100,-100,-87,-78,-83,-91,-100,-100,
-1195.8439979553223,-1253.5802478790283,-94,-82,-58,-100,-100,-100,-100,-92,-100,-81,-100,-100,-94,
-1195.8439979553223,-1253.5802478790283,-94,-82,-58,-100,-100,-100,-100,-92,-100,-81,-100,-100,-94,
-1195.8439979553223,-1253.5802478790283,-100,-74,-61,-100,-100,-100,-100,-90,-81,-81,-100,-100,-93,
-1195.8439979553223,-1253.5802478790283,-96,-77,-59,-100,-100,-100,-100,-90,-77,-81,-100,-100,-100,
-1195.8439979553223,-1253.5802478790283,-100,-75,-61,-100,-100,-100,-100,-93,-77,-78,-100,-100,-100,
-1100.123235235,-1537.32450601248 ,-100,-72,-65,-100,-100,-100,-100,-90,-78,-87,-100,-100,-93,
-1100.123235235,-1537.32450601248 ,-100,-78,-64,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,
-1100.123235235,-1537.32450601248 ,-100,-74,-66,-100,-100,-100,-100,-95,-80,-87,-100,-100,-88,
-1100.123235235,-1537.32450601248 ,-100,-75,-70,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,
-1100.123235235,-1537.32450601248 ,-100,-76,-70,-100,-100,-100,-100,-100,-80,-88,-100,-100,-100,
-1100.123235235,-1537.32450601248 ,-100,-72,-71,-100,-100,-100,-100,-100,-82,-88,-100,-100,-100,
-1100.123235235,-1537.32450601248 ,-100,-72,-71,-100,-100,-100,-100,-100,-82,-88,-100,-100,-100,
-1100.123235235,-1537.32450601248 ,-100,-73,-74,-100,-100,-100,-100,-100,-82,-88,-100,-100,-100,
-1100.123235235,-1537.32450601248 ,-100,-72,-78,-100,-100,-100,-100,-100,-82,-88,-100,-100,-100,
-1100.123235235,-1537.32450601248 ,-98,-76,-70,-100,-100,-100,-100,-94,-82,-84,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-100,-80,-66,-100,-100,-100,-100,-94,-79,-83,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-92,-80,-58,-100,-100,-100,-100,-93,-86,-87,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-100,-74,-62,-100,-100,-100,-100,-96,-81,-85,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-100,-74,-62,-100,-100,-100,-100,-96,-81,-85,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-95,-75,-62,-100,-100,-100,-100,-100,-80,-83,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-100,-75,-64,-100,-100,-100,-100,-92,-81,-85,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-96,-77,-62,-100,-100,-100,-100,-93,-84,-85,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-95,-75,-61,-100,-100,-100,-100,-93,-79,-81,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-94,-79,-65,-100,-100,-100,-100,-92,-82,-88,-100,-100,-100,
-1108.3865051269531,-1541.9710006713867,-94,-72,-58,-100,-100,-100,-100,-92,-82,-86,-95,-100,-100,
-1096.3865051269531,-1544.4710006713867,-96,-78,-60,-100,-100,-100,-100,-100,-81,-94,-95,-100,-100,
-1096.3865051269531,-1544.4710006713867,-92,-74,-61,-100,-100,-100,-100,-97,-81,-87,-100,-100,-100,
-1096.3865051269531,-1544.4710006713867,-90,-74,-63,-100,-100,-100,-100,-88,-83,-87,-100,-95,-100,
-1096.3865051269531,-1544.4710006713867,-92,-73,-62,-100,-100,-100,-100,-90,-85,-89,-100,-100,-100,
-1096.3865051269531,-1544.4710006713867,-90,-76,-62,-100,-100,-100,-100,-92,-82,-90,-100,-100,-91,
-1096.3865051269531,-1544.4710006713867,-91,-74,-62,-100,-100,-100,-100,-90,-82,-91,-100,-100,-100,
-1096.3865051269531,-1544.4710006713867,-91,-76,-63,-100,-100,-100,-100,-88,-86,-90,-100,-100,-90,
-1096.3865051269531,-1544.4710006713867,-91,-76,-63,-100,-100,-100,-100,-88,-86,-90,-100,-100,-90,
-1096.3865051269531,-1544.4710006713867,-90,-73,-62,-100,-100,-100,-100,-90,-85,-89,-100,-100,-100,
-1096.3865051269531,-1544.4710006713867,-92,-75,-61,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,
-1510.8309936523438,-1042.328498840332,-100,-81,-74,-100,-100,-100,-100,-86,-85,-79,-94,-100,-100,
-1510.8309936523438,-1042.328498840332,-88,-79,-73,-100,-100,-100,-100,-88,-80,-79,-98,-100,-100,
-1510.8309936523438,-1042.328498840332,-88,-79,-73,-100,-100,-100,-100,-88,-80,-79,-98,-100,-100,
-1510.8309936523438,-1042.328498840332,-92,-80,-73,-100,-100,-100,-100,-88,-80,-86,-96,-100,-100,
-1510.8309936523438,-1042.328498840332,-91,-81,-77,-100,-100,-100,-100,-89,-80,-86,-100,-100,-100,
-1510.8309936523438,-1042.328498840332,-90,-82,-82,-100,-100,-100,-100,-90,-79,-85,-100,-100,-100,
-1510.8309936523438,-1042.328498840332,-90,-84,-77,-100,-100,-100,-100,-95,-78,-84,-100,-100,-100,
-1510.8309936523438,-1042.328498840332,-90,-83,-76,-100,-100,-100,-100,-89,-84,-84,-100,-100,-100,
-1510.8309936523438,-1042.328498840332,-93,-82,-77,-100,-100,-100,-100,-89,-80,-86,-100,-100,-100,
-1510.8309936523438,-1042.328498840332,-91,-84,-73,-100,-100,-100,-100,-90,-78,-86,-100,-100,-100,
-1492.8309936523438,-1036.328498840332,-100,-76,-66,-100,-100,-100,-100,-89,-82,-80,-100,-100,-100,
-1492.8309936523438,-1036.328498840332,-100,-79,-71,-100,-100,-100,-100,-92,-80,-81,-100,-92,-100,
-1492.8309936523438,-1036.328498840332,-96,-77,-74,-100,-100,-100,-100,-90,-80,-77,-96,-95,-100,
-1492.8309936523438,-1036.328498840332,-95,-80,-70,-100,-100,-100,-100,-86,-81,-84,-100,-100,-100,
-1492.8309936523438,-1036.328498840332,-95,-80,-70,-100,-100,-100,-100,-86,-81,-84,-100,-100,-100,
-1492.8309936523438,-1036.328498840332,-93,-79,-70,-100,-100,-100,-100,-84,-75,-84,-100,-95,-89,
-1492.8309936523438,-1036.328498840332,-96,-79,-70,-100,-100,-100,-100,-86,-77,-82,-95,-100,-100,
-1492.8309936523438,-1036.328498840332,-95,-77,-68,-100,-100,-100,-100,-83,-82,-81,-100,-100,-100,
-1492.8309936523438,-1036.328498840332,-95,-79,-72,-100,-100,-100,-100,-81,-84,-82,-100,-100,-100,
-1492.8309936523438,-1036.328498840332,-95,-79,-70,-100,-100,-100,-100,-94,-80,-83,-95,-93,-100,
-1496.3309936523438,-1054.328498840332,-92,-80,-72,-100,-100,-100,-100,-92,-84,-86,-100,-100,-100,
-1496.3309936523438,-1054.328498840332,-100,-76,-71,-100,-100,-100,-100,-88,-82,-86,-100,-100,-100,
-1496.3309936523438,-1054.328498840332,-90,-77,-72,-100,-100,-100,-100,-83,-78,-88,-100,-100,-100,
-1496.3309936523438,-1054.328498840332,-94,-76,-68,-100,-100,-100,-100,-93,-80,-85,-100,-100,-100,
-1496.3309936523438,-1054.328498840332,-97,-77,-68,-100,-100,-100,-100,-92,-77,-88,-100,-100,-100,
-1496.3309936523438,-1054.328498840332,-92,-77,-70,-100,-100,-100,-100,-90,-76,-86,-100,-94,-100,
-1496.3309936523438,-1054.328498840332,-92,-77,-70,-100,-100,-100,-100,-90,-76,-86,-100,-94,-100,
-1496.3309936523438,-1054.328498840332,-94,-73,-76,-100,-100,-100,-100,-90,-78,-86,-100,-99,-100,
-1496.3309936523438,-1054.328498840332,-92,-74,-72,-100,-100,-100,-100,-88,-78,-84,-100,-100,-100,
-1496.3309936523438,-1054.328498840332,-95,-72,-72,-100,-100,-100,-100,-87,-81,-84,-100,-94,-100,
-684.7635116577148,-1549.9135055541992,-88,-59,-76,-100,-100,-100,-100,-85,-74,-83,-100,-89,-88,
-684.7635116577148,-1549.9135055541992,-89,-61,-76,-100,-100,-100,-100,-88,-79,-82,-94,-88,-92,
-684.7635116577148,-1549.9135055541992,-89,-61,-76,-100,-100,-100,-100,-88,-79,-82,-94,-88,-92,
-684.7635116577148,-1549.9135055541992,-92,-64,-75,-100,-100,-100,-100,-88,-79,-87,-100,-90,-100,
-684.7635116577148,-1549.9135055541992,-89,-64,-77,-100,-100,-100,-100,-88,-78,-84,-96,-90,-100,
-684.7635116577148,-1549.9135055541992,-84,-64,-76,-100,-100,-100,-100,-88,-78,-84,-100,-91,-100,
-684.7635116577148,-1549.9135055541992,-87,-58,-84,-100,-100,-100,-100,-90,-75,-80,-100,-88,-100,
-684.7635116577148,-1549.9135055541992,-87,-60,-82,-100,-100,-100,-100,-90,-74,-79,-93,-89,-100,
-684.7635116577148,-1549.9135055541992,-88,-59,-81,-100,-100,-100,-100,-91,-74,-79,-93,-87,-100,
-684.7635116577148,-1549.9135055541992,-86,-68,-79,-100,-100,-100,-100,-89,-77,-78,-100,-91,-100,
-713.2635116577148,-1551.4135055541992,-90,-75,-80,-100,-100,-100,-100,-93,-76,-82,-100,-88,-100,
-713.2635116577148,-1551.4135055541992,-90,-75,-80,-100,-100,-100,-100,-93,-76,-82,-100,-88,-100,
-713.2635116577148,-1551.4135055541992,-90,-69,-76,-100,-100,-100,-100,-91,-80,-90,-100,-100,-88,
-713.2635116577148,-1551.4135055541992,-89,-71,-71,-100,-100,-100,-100,-92,-81,-89,-100,-90,-100,
-713.2635116577148,-1551.4135055541992,-88,-67,-71,-100,-100,-100,-100,-94,-74,-86,-100,-89,-100,
-713.2635116577148,-1551.4135055541992,-87,-72,-67,-100,-100,-100,-100,-92,-72,-86,-100,-89,-100,
-713.2635116577148,-1551.4135055541992,-87,-73,-68,-100,-100,-100,-100,-95,-76,-86,-100,-89,-92,
-713.2635116577148,-1551.4135055541992,-87,-73,-68,-100,-100,-100,-100,-95,-76,-86,-100,-89,-92,
-713.2635116577148,-1551.4135055541992,-88,-69,-68,-100,-100,-100,-100,-100,-71,-85,-94,-87,-100,
-713.2635116577148,-1551.4135055541992,-89,-74,-70,-100,-100,-100,-100,-96,-74,-85,-100,-90,-100,
-702.1020202636719,-1538.7685012817383,-83,-64,-73,-100,-100,-100,-100,-90,-72,-82,-100,-100,-100,
-702.1020202636719,-1538.7685012817383,-86,-67,-78,-100,-100,-100,-100,-92,-73,-90,-100,-92,-100,
-702.1020202636719,-1538.7685012817383,-86,-67,-78,-100,-100,-100,-100,-92,-73,-90,-100,-92,-100,
-702.1020202636719,-1538.7685012817383,-88,-68,-74,-100,-100,-100,-100,-93,-71,-81,-95,-92,-100,
-702.1020202636719,-1538.7685012817383,-90,-65,-74,-100,-100,-100,-100,-94,-89,-86,-94,-93,-100,
-702.1020202636719,-1538.7685012817383,-85,-65,-78,-100,-100,-100,-100,-100,-70,-82,-92,-89,-100,
-702.1020202636719,-1538.7685012817383,-87,-71,-72,-100,-100,-100,-100,-94,-70,-81,-92,-92,-100,
-702.1020202636719,-1538.7685012817383,-86,-65,-69,-100,-100,-100,-100,-92,-72,-89,-100,-91,-93,
-702.1020202636719,-1538.7685012817383,-83,-64,-77,-100,-100,-100,-100,-91,-71,-86,-93,-90,-100,
-702.1020202636719,-1538.7685012817383,-83,-64,-77,-100,-100,-100,-100,-91,-71,-86,-93,-90,-100,
-293.79002380371094,-1348.306007385254,-90,-70,-83,-100,-100,-100,-100,-88,-78,-86,-100,-100,-100,
-293.79002380371094,-1348.306007385254,-90,-70,-83,-100,-100,-100,-100,-88,-78,-86,-100,-100,-100,
-293.79002380371094,-1348.306007385254,-87,-68,-85,-100,-100,-100,-100,-90,-80,-100,-100,-97,-100,
-293.79002380371094,-1348.306007385254,-92,-67,-81,-100,-100,-100,-100,-100,-85,-88,-100,-96,-100,
-293.79002380371094,-1348.306007385254,-93,-68,-83,-100,-100,-100,-100,-100,-80,-90,-100,-100,-100,
-293.79002380371094,-1348.306007385254,-90,-66,-86,-100,-100,-100,-100,-89,-76,-90,-100,-100,-100,
-293.79002380371094,-1348.306007385254,-92,-66,-84,-100,-100,-100,-100,-93,-82,-100,-100,-100,-86,
-293.79002380371094,-1348.306007385254,-92,-66,-84,-100,-100,-100,-100,-93,-82,-100,-100,-100,-86,
-293.79002380371094,-1348.306007385254,-92,-68,-79,-100,-100,-100,-100,-100,-80,-91,-100,-100,-100,
-293.79002380371094,-1348.306007385254,-92,-64,-89,-100,-100,-100,-100,-93,-76,-89,-100,-100,-93,
-310.79002380371094,-1347.306007385254,-92,-67,-86,-100,-100,-100,-100,-89,-75,-87,-100,-100,-92,
-310.79002380371094,-1347.306007385254,-90,-60,-80,-100,-100,-100,-100,-92,-76,-82,-96,-92,-100,
-310.79002380371094,-1347.306007385254,-100,-61,-75,-100,-100,-100,-100,-91,-77,-82,-100,-100,-100,
-310.79002380371094,-1347.306007385254,-94,-70,-71,-100,-100,-100,-100,-89,-72,-82,-100,-100,-100,
-310.79002380371094,-1347.306007385254,-90,-63,-73,-100,-100,-100,-100,-90,-76,-81,-100,-95,-100,
-310.79002380371094,-1347.306007385254,-89,-65,-76,-100,-100,-100,-100,-87,-77,-78,-100,-98,-100,
-310.79002380371094,-1347.306007385254,-90,-61,-74,-100,-100,-100,-100,-90,-70,-86,-100,-100,-100,
-310.79002380371094,-1347.306007385254,-90,-61,-74,-100,-100,-100,-100,-90,-70,-86,-100,-100,-100,
-310.79002380371094,-1347.306007385254,-88,-59,-74,-100,-100,-100,-100,-89,-73,-84,-100,-100,-86,
-310.79002380371094,-1347.306007385254,-93,-60,-77,-100,-100,-100,-100,-90,-74,-87,-100,-100,-100,
-305.79002380371094,-1357.306007385254,-92,-62,-75,-100,-100,-100,-100,-87,-72,-89,-100,-94,-90,
-305.79002380371094,-1357.306007385254,-91,-67,-74,-100,-100,-100,-100,-91,-79,-91,-100,-100,-100,
-305.79002380371094,-1357.306007385254,-89,-66,-68,-100,-100,-100,-100,-100,-81,-86,-100,-100,-100,
-305.79002380371094,-1357.306007385254,-89,-71,-71,-100,-100,-95,-100,-93,-80,-89,-100,-100,-100,
-305.79002380371094,-1357.306007385254,-89,-71,-71,-100,-100,-95,-100,-93,-80,-89,-100,-100,-100,
-305.79002380371094,-1357.306007385254,-94,-68,-73,-100,-100,-100,-100,-100,-80,-87,-100,-93,-100,
-305.79002380371094,-1357.306007385254,-87,-72,-71,-100,-100,-100,-100,-94,-76,-87,-100,-97,-87,
-305.79002380371094,-1357.306007385254,-90,-64,-70,-100,-100,-100,-100,-92,-75,-88,-100,-100,-84,
-305.79002380371094,-1357.306007385254,-93,-69,-72,-100,-100,-100,-100,-94,-79,-86,-100,-99,-100,
-305.79002380371094,-1357.306007385254,-88,-66,-73,-100,-100,-100,-100,-92,-81,-88,-100,-100,-100,
-0.6347503662109375,-1354.329746246338,-100,-73,-74,-100,-100,-100,-100,-100,-78,-90,-100,-100,-89,
-0.6347503662109375,-1354.329746246338,-100,-70,-74,-100,-100,-100,-100,-100,-81,-90,-100,-100,-86,
-0.6347503662109375,-1354.329746246338,-100,-70,-74,-100,-100,-100,-100,-100,-81,-90,-100,-100,-86,
-0.6347503662109375,-1354.329746246338,-100,-68,-77,-100,-100,-100,-100,-92,-81,-90,-100,-100,-85,
-0.6347503662109375,-1354.329746246338,-95,-71,-74,-100,-100,-100,-100,-100,-81,-88,-100,-100,-100,
-0.6347503662109375,-1354.329746246338,-100,-72,-75,-100,-100,-100,-100,-94,-90,-85,-100,-100,-82,
-0.6347503662109375,-1354.329746246338,-100,-73,-72,-100,-100,-100,-100,-92,-89,-85,-100,-100,-100,
-0.6347503662109375,-1354.329746246338,-100,-70,-73,-100,-100,-100,-100,-97,-94,-89,-100,-100,-100,
-0.6347503662109375,-1354.329746246338,-100,-70,-73,-100,-100,-100,-100,-97,-94,-89,-100,-100,-100,
-0.6347503662109375,-1354.329746246338,-97,-69,-74,-100,-100,-100,-100,-100,-86,-89,-100,-100,-82,
-5.6347503662109375,-1348.579746246338,-100,-70,-79,-100,-100,-100,-100,-100,-76,-88,-100,-100,-100,
-5.6347503662109375,-1348.579746246338,-91,-67,-79,-100,-100,-100,-100,-100,-77,-84,-100,-100,-90,
-5.6347503662109375,-1348.579746246338,-91,-67,-79,-100,-100,-100,-100,-100,-77,-84,-100,-100,-90,
-5.6347503662109375,-1348.579746246338,-93,-82,-88,-100,-100,-100,-100,-100,-74,-90,-100,-100,-100,
-5.6347503662109375,-1348.579746246338,-100,-71,-86,-100,-100,-100,-100,-88,-74,-89,-100,-100,-100,
-5.6347503662109375,-1348.579746246338,-93,-73,-83,-100,-100,-100,-100,-89,-75,-84,-93,-100,-90,
-5.6347503662109375,-1348.579746246338,-96,-76,-83,-100,-100,-100,-100,-87,-74,-82,-100,-100,-85,
-5.6347503662109375,-1348.579746246338,-94,-72,-81,-100,-100,-100,-100,-90,-77,-83,-100,-100,-83,
-5.6347503662109375,-1348.579746246338,-100,-71,-79,-100,-100,-100,-100,-99,-77,-85,-100,-94,-100,
-5.6347503662109375,-1348.579746246338,-94,-75,-81,-100,-100,-100,-100,-96,-80,-86,-98,-100,-100,
-1.321746826171875,-1342.8902473449707,-100,-70,-77,-100,-100,-100,-100,-100,-79,-89,-100,-100,-100,
-1.321746826171875,-1342.8902473449707,-100,-74,-85,-100,-100,-100,-100,-89,-78,-86,-100,-100,-100,
-1.321746826171875,-1342.8902473449707,-100,-76,-78,-100,-100,-100,-100,-92,-75,-87,-100,-100,-100,
-1.321746826171875,-1342.8902473449707,-93,-77,-84,-100,-100,-100,-100,-92,-74,-87,-100,-100,-100,
-1.321746826171875,-1342.8902473449707,-91,-78,-79,-100,-100,-100,-100,-92,-76,-87,-100,-100,-92,
-1.321746826171875,-1342.8902473449707,-91,-78,-79,-100,-100,-100,-100,-92,-76,-87,-100,-100,-92,
-1.321746826171875,-1342.8902473449707,-93,-72,-75,-100,-100,-100,-100,-90,-83,-87,-92,-100,-100,
-1.321746826171875,-1342.8902473449707,-100,-71,-75,-100,-100,-100,-100,-90,-77,-84,-95,-100,-100,
-1.321746826171875,-1342.8902473449707,-92,-75,-78,-100,-100,-100,-100,-91,-74,-92,-100,-95,-100,
-1.321746826171875,-1342.8902473449707,-95,-73,-74,-100,-100,-100,-100,-90,-77,-84,-100,-100,-100,
-813.7534942626953,153.28899383544922,-75,-94,-90,-100,-100,-100,-100,-69,-88,-78,-79,-87,-100,
-813.7534942626953,153.28899383544922,-84,-100,-87,-100,-100,-100,-100,-67,-88,-78,-81,-85,-100,
-813.7534942626953,153.28899383544922,-74,-92,-90,-100,-100,-100,-100,-72,-92,-77,-80,-83,-100,
-813.7534942626953,153.28899383544922,-74,-92,-90,-100,-100,-100,-100,-72,-92,-77,-80,-83,-100,
-813.7534942626953,153.28899383544922,-75,-92,-89,-100,-100,-100,-100,-71,-92,-79,-78,-83,-100,
-813.7534942626953,153.28899383544922,-76,-94,-86,-100,-100,-100,-100,-72,-87,-79,-81,-85,-100,
-813.7534942626953,153.28899383544922,-78,-100,-89,-100,-100,-100,-100,-73,-84,-80,-80,-84,-100,
-813.7534942626953,153.28899383544922,-74,-100,-88,-100,-100,-100,-100,-77,-85,-79,-84,-85,-100,
-813.7534942626953,153.28899383544922,-73,-100,-89,-100,-100,-100,-100,-79,-86,-83,-85,-87,-100,
-813.7534942626953,153.28899383544922,-85,-100,-90,-100,-100,-100,-100,-77,-90,-81,-80,-87,-100,
-789.7534942626953,161.78899383544922,-77,-100,-90,-100,-100,-100,-100,-73,-82,-82,-83,-87,-100,
-789.7534942626953,161.78899383544922,-76,-86,-89,-100,-100,-100,-100,-81,-71,-80,-85,-81,-100,
-789.7534942626953,161.78899383544922,-75,-82,-91,-100,-100,-100,-100,-75,-78,-84,-78,-79,-100,
-789.7534942626953,161.78899383544922,-74,-87,-92,-92,-100,-100,-100,-82,-80,-82,-80,-80,-100,
-789.7534942626953,161.78899383544922,-81,-88,-93,-100,-100,-100,-100,-77,-75,-84,-82,-81,-100,
-789.7534942626953,161.78899383544922,-76,-82,-95,-100,-100,-100,-100,-83,-77,-82,-78,-83,-100,
-789.7534942626953,161.78899383544922,-76,-82,-95,-100,-100,-100,-100,-83,-77,-82,-78,-83,-100,
-789.7534942626953,161.78899383544922,-73,-83,-89,-100,-100,-100,-94,-76,-78,-84,-84,-83,-100,
-789.7534942626953,161.78899383544922,-76,-86,-87,-100,-100,-100,-100,-75,-79,-81,-81,-83,-100,
-789.7534942626953,161.78899383544922,-76,-85,-85,-92,-100,-100,-100,-73,-88,-83,-85,-82,-100,
-796.7290000915527,147.80075073242188,-68,-85,-84,-100,-100,-100,-100,-81,-78,-82,-100,-80,-100,
-796.7290000915527,147.80075073242188,-73,-87,-86,-100,-100,-100,-100,-73,-76,-83,-85,-86,-100,
-796.7290000915527,147.80075073242188,-71,-83,-86,-100,-100,-100,-100,-77,-78,-84,-89,-86,-100,
-796.7290000915527,147.80075073242188,-72,-86,-86,-100,-100,-100,-100,-75,-73,-86,-89,-85,-100,
-796.7290000915527,147.80075073242188,-72,-91,-86,-100,-100,-100,-100,-72,-69,-84,-86,-86,-100,
-796.7290000915527,147.80075073242188,-73,-92,-85,-100,-100,-100,-100,-77,-76,-83,-85,-83,-100,
-796.7290000915527,147.80075073242188,-73,-92,-85,-100,-100,-100,-100,-77,-76,-83,-85,-83,-100,
-796.7290000915527,147.80075073242188,-73,-85,-90,-100,-100,-100,-100,-76,-73,-83,-85,-84,-100,
-796.7290000915527,147.80075073242188,-75,-85,-88,-100,-100,-100,-100,-73,-73,-82,-89,-88,-100,
-796.7290000915527,147.80075073242188,-74,-88,-95,-100,-100,-100,-100,-73,-77,-87,-84,-86,-100,
-1102.0349960327148,262.27320524902344,-74,-100,-100,-100,-100,-100,-100,-67,-90,-80,-81,-85,-100,
-1102.0349960327148,262.27320524902344,-79,-100,-100,-90,-100,-100,-100,-66,-84,-86,-75,-90,-100,
-1102.0349960327148,262.27320524902344,-77,-100,-94,-100,-100,-100,-100,-66,-87,-80,-77,-92,-100,
-1102.0349960327148,262.27320524902344,-74,-100,-100,-100,-100,-100,-100,-76,-85,-82,-78,-85,-100,
-1102.0349960327148,262.27320524902344,-74,-100,-100,-96,-100,-100,-98,-67,-82,-82,-78,-84,-100,
-1102.0349960327148,262.27320524902344,-80,-100,-94,-100,-100,-100,-100,-67,-85,-85,-81,-92,-100,
-1102.0349960327148,262.27320524902344,-77,-100,-94,-93,-100,-100,-100,-66,-85,-82,-81,-89,-100,
-1102.0349960327148,262.27320524902344,-77,-100,-94,-93,-100,-100,-100,-66,-85,-82,-81,-89,-100,
-1102.0349960327148,262.27320524902344,-75,-100,-97,-100,-100,-100,-100,-72,-100,-77,-73,-92,-100,
-1102.0349960327148,262.27320524902344,-78,-100,-90,-100,-100,-100,-100,-67,-83,-77,-81,-91,-100,
-1109.5349960327148,254.32450601248147,-76,-100,-88,-100,-100,-100,-100,-66,-83,-76,-84,-88,-100,
-1109.5349960327148,254.32450601248147,-78,-100,-90,-100,-100,-100,-100,-64,-83,-75,-82,-90,-100,
-1109.5349960327148,254.32450601248147,-82,-100,-86,-100,-100,-100,-100,-65,-92,-82,-80,-91,-100,
-1109.5349960327148,254.32450601248147,-87,-100,-89,-100,-100,-100,-100,-65,-88,-82,-80,-90,-100,
-1109.5349960327148,254.32450601248147,-82,-100,-93,-100,-100,-100,-100,-66,-88,-79,-83,-88,-100,
-1109.5349960327148,254.32450601248147,-85,-100,-90,-100,-100,-100,-100,-68,-90,-79,-81,-88,-100,
-1109.5349960327148,254.32450601248147,-81,-100,-93,-100,-100,-100,-100,-67,-85,-81,-81,-95,-100,
-1109.5349960327148,254.32450601248147,-81,-100,-93,-100,-100,-100,-100,-67,-85,-81,-81,-95,-100,
-1109.5349960327148,254.32450601248147,-78,-94,-91,-100,-100,-100,-100,-64,-90,-78,-85,-93,-100,
-1109.5349960327148,254.32450601248147,-78,-94,-92,-100,-100,-100,-100,-67,-84,-80,-80,-89,-100,
-1091.5349960327148,250.4145014102344,-80,-100,-86,-100,-100,-100,-100,-71,-87,-85,-87,-88,-100,
-1091.5349960327148,250.4145014102344,-77,-100,-96,-100,-100,-100,-100,-70,-78,-84,-86,-91,-100,
-1091.5349960327148,250.4145014102344,-77,-100,-96,-100,-100,-100,-100,-70,-78,-84,-86,-91,-100,
-1091.5349960327148,250.4145014102344,-76,-100,-93,-100,-100,-100,-100,-78,-88,-74,-81,-92,-100,
-1091.5349960327148,250.4145014102344,-82,-100,-86,-100,-100,-100,-100,-67,-90,-79,-81,-92,-100,
-1091.5349960327148,250.4145014102344,-77,-93,-100,-100,-100,-100,-100,-68,-82,-83,-82,-94,-100,
-1091.5349960327148,250.4145014102344,-86,-96,-87,-100,-100,-100,-100,-72,-86,-75,-86,-94,-100,
-1091.5349960327148,250.4145014102344,-76,-93,-96,-100,-100,-100,-100,-72,-85,-86,-88,-95,-100,
-1091.5349960327148,250.4145014102344,-72,-95,-89,-100,-100,-100,-100,-69,-79,-73,-83,-94,-100,
-1091.5349960327148,250.4145014102344,-86,-93,-89,-100,-100,-100,-100,-68,-80,-76,-84,-91,-100,
-996.4040069580078,667.2840194702148,-71,-100,-90,-100,-100,-100,-100,-72,-86,-90,-74,-80,-100,
-996.4040069580078,667.2840194702148,-71,-100,-90,-100,-100,-100,-100,-72,-86,-90,-74,-80,-100,
-996.4040069580078,667.2840194702148,-75,-100,-100,-100,-100,-100,-100,-75,-92,-85,-82,-81,-100,
-996.4040069580078,667.2840194702148,-76,-100,-93,-100,-100,-100,-100,-82,-86,-86,-73,-85,-100,
-996.4040069580078,667.2840194702148,-74,-100,-100,-100,-100,-100,-100,-80,-89,-88,-77,-82,-100,
-996.4040069580078,667.2840194702148,-75,-100,-100,-100,-100,-100,-100,-75,-88,-83,-77,-80,-100,
-996.4040069580078,667.2840194702148,-69,-100,-100,-100,-100,-100,-95,-71,-85,-81,-75,-82,-100,
-996.4040069580078,667.2840194702148,-75,-100,-90,-92,-100,-100,-100,-73,-85,-86,-73,-83,-100,
-996.4040069580078,667.2840194702148,-75,-100,-90,-92,-100,-100,-100,-73,-85,-86,-73,-83,-100,
-996.4040069580078,667.2840194702148,-76,-100,-92,-93,-100,-100,-100,-74,-86,-86,-78,-81,-100,
