x,y,01:17:C5:97:87:84,01:17:C5:97:44:BE,EE:FA:1C:0E:68:BF,FA:CF:CB:5D:0E:B8,CD:35:23:69:6B:69,FA:C5:13:37:F5:09,F3:B5:8A:4C:AA:CB,E5:6B:13:8B:A7:CD,CB:16:FA:98:34:D7,01:17:C5:38:7C:55,D2:AC:7C:25:36:FA,D3:88:EE:6C:33:17,01:17:C5:97:B5:70,01:17:C5:97:E7:B3,01:17:C5:97:5B:1D,01:17:C5:97:DE:E8,01:17:C5:38:88:EB,01:17:C5:38:82:CB,F0:AB:CE:31:10:B9,01:17:C5:97:1B:44,01:17:C5:97:58:C3,EC:7D:1E:28:F0:06,
-1000,1100,-86,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-85,-100,-100,-100,-100,-90,-76,-100,
-1000,1100,-78,-67,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-75,-100,-80,-100,-100,-100,-100,-91,-77,-100,
-1000,1100,-83,-64,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-86,-100,-84,-100,-100,-100,-100,-92,-75,-100,
-1000,1100,-74,-66,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-62,-100,
-1000,1100,-75,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-90,-100,-100,-100,-100,-87,-66,-100,
-1000,1100,-76,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-86,-100,-100,-100,-100,-96,-68,-100,
-1000,1100,-76,-64,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-100,-93,-64,-100,
-1000,1100,-78,-68,-91,-100,-100,-100,-93,-100,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-93,-65,-100,
-1000,1100,-77,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-88,-100,-100,-100,-100,-96,-70,-100,
-1000,1100,-74,-71,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-93,-100,-100,-100,-100,-94,-73,-100,
-1000,1100,-79,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-84,-100,-100,-100,-100,-92,-67,-100,
-1000,1100,-74,-61,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-77,-100,-92,-100,-100,-100,-100,-96,-69,-100,
-1000,1100,-80,-66,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-77,-96,-85,-100,-100,-100,-100,-100,-69,-100,
-1400,1300,-88,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-92,-100,-100,-100,-100,-93,-78,-100,
-1400,1300,-89,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-93,-100,-100,-100,-100,-88,-87,-100,
-1400,1300,-86,-58,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-100,-100,-100,-100,-88,-84,-100,
-1400,1300,-88,-68,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-87,-100,-100,-100,-100,-86,-80,-100,
-1400,1300,-81,-60,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-86,-100,-100,-100,-100,-100,-82,-100,
-1400,1300,-78,-62,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-80,-100,-87,-94,-100,-100,-86,-97,-80,-100,
-1400,1300,-85,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-86,-80,-100,
-1400,1300,-86,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-92,-100,-100,-100,-100,-98,-86,-100,
-1400,1300,-85,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-79,-100,
-1400,1300,-83,-61,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-87,-100,-100,-100,-86,-90,-80,-100,
-1400,1300,-80,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-82,-100,-100,-100,-100,-100,-79,-100,
-1400,1300,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-81,-100,-100,-100,-100,-100,-77,-100,
-1400,1300,-86,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-80,-100,-100,-100,-100,-100,-75,-100,
-1400,1300,-83,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-100,-100,-100,-100,-100,-72,-100,
-1400,1300,-82,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-85,-90,-69,-100,
-1400,1300,-80,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-82,-100,-100,-100,-100,-94,-73,-100,
-1400,1300,-87,-62,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-84,-100,-100,-100,-100,-97,-76,-100,
-1400,1300,-85,-67,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-97,-70,-100,
-1400,1300,-79,-64,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-73,-100,-79,-100,-100,-100,-100,-93,-69,-100,
-1400,1300,-77,-63,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-92,-100,-82,-100,-100,-100,-100,-100,-72,-100,
-1400,1300,-92,-61,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-81,-100,-94,-100,-100,-100,-100,-100,-75,-100,
-1400,1300,-83,-63,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-100,-96,-100,-100,-100,-100,-100,-67,-100,
-1400,1300,-78,-59,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-82,-100,-89,-100,-100,-100,-100,-100,-70,-100,
-1400,1300,-82,-60,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-82,-100,-90,-100,-100,-100,-100,-100,-70,-100,
-1400,1300,-83,-63,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-86,-100,-90,-100,-100,-100,-100,-100,-70,-100,
-1400,1300,-81,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-70,-100,
-1400,1300,-83,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-90,-100,-100,-100,-100,-100,-69,-100,
-1400,1300,-83,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-90,-100,-100,-100,-100,-100,-69,-100,
-1400,1300,-77,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-69,-100,
-1400,1300,-75,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-71,-100,
-1450,-1450,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-96,-75,-87,-60,-100,-100,-100,-79,-100,-100,
-1450,-1450,-100,-100,-86,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-73,-78,-66,-100,-100,-100,-82,-100,-93,
-1450,-1450,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-86,-64,-100,-100,-100,-88,-100,-100,
-1450,-1450,-95,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-86,-67,-100,-100,-100,-88,-100,-93,
-1450,-1450,-95,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-75,-89,-70,-100,-100,-100,-78,-100,-100,
-1450,-1450,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-64,-100,-100,-100,-86,-100,-100,
-1450,-1450,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-64,-100,-100,-100,-87,-100,-100,
-1450,-1450,-92,-100,-100,-80,-75,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-64,-100,-100,-100,-87,-100,-93,
-1450,-1450,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-67,-100,-100,-100,-81,-100,-100,
-1450,-1450,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-84,-67,-100,-100,-100,-79,-100,-100,
-1450,-1450,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-74,-83,-64,-100,-100,-100,-70,-100,-100,
-1450,-1450,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-78,-84,-62,-100,-100,-100,-67,-100,-100,
-1450,-1450,-85,-100,-86,-78,-100,-100,-100,-100,-100,-100,-100,-100,-93,-80,-81,-65,-100,-100,-100,-69,-100,-100,
-1450,-1450,-86,-100,-85,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,-75,-90,-65,-100,-100,-100,-71,-100,-100,
-1450,-1450,-87,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-91,-75,-85,-67,-100,-100,-100,-71,-100,-100,
-1450,-1450,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-77,-82,-68,-100,-100,-100,-79,-100,-100,
-1450,-1450,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-92,-78,-91,-66,-100,-100,-100,-75,-100,-100,
-1450,-1450,-101,-95,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-92,-85,-82,-68,-100,-100,-100,-70,-100,-100,
-1450,-1450,-95,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-93,-80,-86,-69,-100,-100,-100,-70,-100,-100,
-1450,-1450,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-81,-86,-76,-100,-100,-100,-70,-100,-100,
-1450,-1450,-96,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-88,-78,-86,-70,-100,-100,-100,-84,-100,-100,
-1450,-1450,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-78,-75,-100,-100,-100,-76,-100,-100,
-1450,-1450,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-65,-100,-100,-100,-88,-100,-100,
-1450,-1450,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-66,-100,-100,-100,-81,-100,-100,
-1450,-1450,-90,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-67,-100,-100,-100,-83,-100,-100,
-1450,-1450,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-95,-73,-79,-64,-100,-100,-100,-83,-100,-100,
-1450,-1450,-91,-100,-100,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-80,-79,-66,-100,-100,-100,-88,-100,-100,
-1450,-1450,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-78,-68,-100,-100,-100,-90,-100,-100,
-1450,-1450,-100,-100,-100,-100,-78,-100,-100,-100,-85,-100,-100,-100,-95,-79,-83,-67,-100,-100,-100,-83,-100,-100,
-1450,-1450,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-92,-77,-81,-72,-100,-100,-100,-79,-100,-100,
-940,-1070,-94,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-85,-73,-85,-67,-100,-100,-100,-69,-97,-100,
-940,-1070,-89,-100,-79,-100,-80,-100,-100,-100,-87,-100,-100,-100,-90,-77,-75,-69,-100,-100,-100,-75,-94,-100,
-940,-1070,-94,-100,-83,-69,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-77,-68,-100,-100,-100,-65,-100,-90,
-940,-1070,-88,-95,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-88,-80,-76,-67,-100,-100,-100,-64,-93,-100,
-940,-1070,-93,-97,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-97,-79,-89,-68,-100,-100,-100,-76,-93,-100,
-940,-1070,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-93,-74,-90,-79,-100,-100,-100,-70,-100,-100,
-940,-1070,-86,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-72,-81,-67,-100,-100,-100,-67,-100,-100,
-940,-1070,-86,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-87,-81,-76,-70,-100,-100,-100,-67,-95,-100,
-940,-1070,-87,-95,-86,-100,-79,-100,-100,-100,-100,-100,-100,-100,-89,-74,-78,-72,-100,-100,-100,-68,-88,-100,
-940,-1070,-86,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-100,-84,-75,-85,-67,-100,-100,-100,-67,-86,-100,
-1150,-1130,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-72,-85,-59,-100,-100,-100,-85,-100,-100,
-1150,-1130,-94,-100,-100,-100,-79,-100,-100,-100,-84,-100,-100,-100,-90,-74,-80,-55,-100,-100,-100,-75,-100,-100,
-1150,-1130,-93,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-93,-79,-81,-54,-100,-100,-100,-73,-100,-100,
-1150,-1130,-98,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-86,-79,-86,-55,-100,-100,-100,-83,-100,-100,
-1150,-1130,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-84,-83,-55,-100,-100,-100,-86,-100,-100,
-1150,-1130,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-79,-54,-100,-100,-100,-78,-100,-100,
-1150,-1130,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-82,-81,-58,-100,-100,-100,-78,-100,-100,
-1150,-1130,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-92,-76,-81,-54,-100,-100,-100,-82,-100,-100,
-1150,-1130,-100,-100,-90,-100,-77,-100,-100,-100,-100,-100,-100,-100,-92,-75,-81,-56,-100,-100,-100,-77,-100,-100,
-1150,-1130,-95,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-92,-79,-87,-61,-100,-100,-100,-72,-100,-100,
-940,-1070,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-73,-78,-57,-100,-100,-100,-62,-91,-100,
-940,-1070,-87,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-87,-75,-76,-54,-100,-100,-100,-68,-100,-100,
-940,-1070,-100,-100,-100,-100,-84,-100,-100,-100,-79,-100,-100,-100,-88,-74,-72,-54,-100,-100,-100,-62,-88,-100,
-940,-1070,-93,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-73,-73,-55,-100,-100,-100,-61,-90,-100,
-940,-1070,-95,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-92,-72,-81,-56,-100,-100,-100,-67,-92,-100,
-940,-1070,-100,-100,-87,-100,-100,-100,-100,-100,-75,-100,-100,-100,-91,-100,-77,-58,-100,-100,-100,-66,-95,-100,
-940,-1070,-90,-100,-87,-76,-100,-100,-100,-100,-100,-100,-100,-100,-91,-72,-74,-57,-100,-100,-100,-65,-92,-100,
-940,-1070,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-72,-76,-56,-100,-100,-100,-60,-95,-100,
-940,-1070,-94,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-71,-76,-64,-100,-100,-100,-65,-100,-100,
-940,-1070,-89,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-93,-71,-75,-58,-100,-100,-100,-68,-94,-100,
-680,-1200,-88,-95,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-57,-89,-77,-100,-100,-100,-73,-100,-100,
-680,-1200,-87,-94,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-55,-88,-76,-100,-100,-100,-73,-92,-100,
-680,-1200,-87,-94,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-55,-88,-76,-100,-100,-100,-73,-92,-100,
-680,-1200,-81,-96,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-94,-54,-85,-75,-100,-100,-100,-69,-92,-83,
-680,-1200,-85,-92,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-96,-54,-94,-71,-100,-100,-100,-74,-92,-84,
-680,-1200,-84,-95,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-90,-60,-85,-75,-100,-100,-100,-78,-92,-84,
-680,-1200,-82,-93,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-90,-55,-85,-70,-100,-100,-100,-70,-100,-87,
-680,-1200,-88,-93,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-93,-56,-91,-70,-100,-100,-100,-75,-93,-86,
-680,-1200,-85,-93,-100,-84,-83,-100,-100,-100,-84,-100,-100,-100,-95,-54,-89,-77,-100,-100,-100,-68,-92,-100,
-680,-1200,-85,-93,-100,-84,-83,-100,-100,-100,-84,-100,-100,-100,-95,-54,-89,-77,-100,-100,-100,-68,-92,-100,
-680,-1200,-85,-94,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-87,-58,-93,-70,-100,-100,-100,-70,-90,-100,
-680,-1200,-93,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-90,-57,-100,-81,-100,-100,-100,-69,-88,-100,
-680,-1200,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-89,-57,-89,-71,-100,-100,-100,-68,-92,-92,
-680,-1200,-90,-94,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-87,-58,-90,-76,-100,-100,-100,-68,-90,-100,
-680,-1200,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-60,-83,-71,-100,-100,-100,-68,-90,-90,
-680,-1200,-82,-98,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-88,-59,-80,-70,-100,-100,-100,-66,-95,-100,
-680,-1200,-87,-94,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-86,-60,-80,-71,-100,-100,-100,-67,-94,-100,
-680,-1200,-87,-94,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-86,-60,-80,-71,-100,-100,-100,-67,-94,-100,
-680,-1200,-89,-95,-100,-100,-87,-100,-100,-100,-100,-100,-100,-94,-89,-57,-88,-72,-100,-100,-100,-67,-95,-86,
-680,-1200,-91,-100,-100,-100,-80,-100,-100,-100,-100,-100,-95,-93,-87,-57,-93,-72,-100,-100,-100,-66,-91,-91,
-680,-1200,-84,-100,-83,-100,-80,-100,-100,-100,-92,-100,-100,-100,-92,-59,-90,-71,-100,-100,-100,-70,-95,-88,
-680,-1200,-84,-92,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-92,-63,-87,-72,-100,-100,-100,-72,-93,-100,
-680,-1200,-84,-92,-100,-75,-100,-100,-100,-100,-77,-100,-100,-100,-92,-63,-87,-72,-100,-100,-100,-72,-93,-100,
-680,-1200,-86,-92,-100,-74,-77,-100,-100,-100,-100,-100,-94,-97,-90,-63,-94,-70,-100,-100,-100,-70,-96,-100,
-680,-1200,-84,-91,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-64,-83,-69,-100,-100,-100,-70,-100,-100,
-680,-1200,-83,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-88,-64,-82,-70,-100,-100,-100,-66,-100,-87,
-680,-1200,-83,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-64,-81,-67,-100,-100,-100,-76,-94,-88,
-680,-1200,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-93,-61,-84,-71,-100,-100,-100,-67,-100,-88,
-680,-1200,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-64,-86,-69,-100,-100,-100,-68,-94,-87,
-680,-1200,-82,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-92,-63,-84,-70,-100,-100,-100,-70,-100,-100,
-50,-1400,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-90,-84,-100,-100,-100,-82,-100,-100,
-50,-1400,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-73,-89,-80,-100,-100,-100,-82,-100,-79,
-50,-1400,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-88,-79,-100,-100,-100,-76,-100,-76,
-50,-1400,-88,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-88,-79,-100,-100,-100,-76,-100,-76,
-50,-1400,-100,-100,-100,-100,-100,-100,-100,-96,-91,-100,-100,-100,-100,-67,-93,-78,-100,-100,-100,-75,-100,-76,
-50,-1400,-96,-100,-89,-100,-100,-100,-100,-93,-100,-100,-100,-90,-90,-67,-91,-81,-100,-100,-100,-74,-100,-76,
-50,-1400,-93,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-94,-68,-89,-86,-100,-100,-100,-74,-100,-79,
-50,-1400,-94,-100,-100,-100,-88,-100,-100,-97,-91,-100,-100,-100,-100,-68,-91,-84,-100,-100,-100,-72,-100,-78,
-50,-1400,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-68,-92,-85,-100,-100,-100,-72,-100,-78,
-50,-1400,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-68,-92,-85,-100,-100,-100,-72,-100,-78,
-50,-1400,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-95,-91,-70,-86,-74,-100,-100,-100,-70,-100,-100,
-50,-1400,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-95,-91,-70,-86,-74,-100,-100,-100,-70,-100,-100,
-50,-1400,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-95,-91,-70,-86,-74,-100,-100,-100,-70,-100,-100,
-50,-1400,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-95,-91,-70,-86,-74,-100,-100,-100,-70,-100,-100,
-50,-1400,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-95,-91,-70,-86,-74,-100,-100,-100,-70,-100,-100,
-50,-1400,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-87,-62,-85,-70,-100,-100,-100,-76,-100,-100,
-50,-1400,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-93,-89,-65,-83,-74,-100,-100,-100,-66,-100,-83,
-50,-1400,-94,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-65,-84,-73,-100,-100,-100,-66,-100,-82,
-50,-1400,-94,-93,-88,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-65,-84,-73,-100,-100,-100,-66,-100,-82,
-50,-1400,-86,-95,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-84,-66,-81,-74,-100,-100,-100,-66,-100,-86,
-50,-1400,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-89,-78,-100,-100,-100,-78,-100,-100,
-50,-1400,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-95,-67,-89,-78,-100,-100,-100,-81,-96,-100,
-50,-1400,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-95,-67,-89,-78,-100,-100,-100,-81,-96,-100,
-50,-1400,-87,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-89,-71,-90,-82,-100,-100,-100,-77,-91,-88,
-50,-1400,-87,-95,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-93,-71,-90,-79,-100,-100,-100,-75,-90,-84,
-50,-1400,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-74,-83,-77,-100,-100,-100,-79,-94,-100,
-50,-1400,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-69,-83,-79,-100,-100,-100,-81,-92,-90,
-50,-1400,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-89,-78,-100,-100,-100,-79,-92,-81,
-50,-1400,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-89,-78,-100,-100,-100,-79,-92,-81,
-50,-1400,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-95,-70,-86,-77,-100,-100,-100,-76,-95,-100,
-430,-1400,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-55,-100,-82,-100,-100,-100,-79,-100,-92,
-430,-1400,-87,-94,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-55,-100,-82,-100,-100,-100,-79,-100,-92,
-430,-1400,-87,-93,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-60,-88,-75,-100,-100,-100,-78,-90,-100,
-430,-1400,-84,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-92,-78,-100,-100,-100,-77,-90,-100,
-430,-1400,-93,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-95,-95,-61,-86,-76,-100,-100,-100,-76,-90,-100,
-430,-1400,-82,-98,-100,-84,-80,-100,-100,-100,-100,-100,-100,-94,-96,-59,-91,-76,-100,-100,-100,-76,-91,-100,
-430,-1400,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-92,-58,-88,-82,-100,-100,-100,-76,-91,-100,
-430,-1400,-81,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-92,-58,-88,-82,-100,-100,-100,-76,-91,-100,
-430,-1400,-81,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-92,-82,-100,-100,-100,-76,-92,-87,
-430,-1400,-90,-97,-100,-100,-100,-100,-100,-100,-86,-100,-100,-92,-100,-58,-86,-79,-100,-100,-100,-82,-93,-90,
-430,-1400,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-88,-79,-100,-100,-100,-76,-100,-100,
-430,-1400,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-62,-84,-80,-100,-100,-100,-77,-95,-89,
-430,-1400,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-62,-84,-80,-100,-100,-100,-77,-95,-89,
-430,-1400,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-62,-83,-82,-100,-100,-100,-76,-95,-86,
-430,-1400,-88,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-89,-62,-84,-85,-100,-100,-100,-71,-98,-81,
-430,-1400,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-62,-84,-82,-100,-100,-100,-79,-100,-100,
-430,-1400,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-64,-80,-77,-100,-100,-100,-76,-100,-83,
-430,-1400,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-64,-80,-77,-100,-100,-100,-76,-100,-83,
-430,-1400,-87,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-87,-65,-82,-84,-100,-100,-100,-73,-96,-100,
-430,-1400,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-94,-64,-83,-100,-100,-100,-100,-72,-92,-100,
-1150,-1130,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-93,-66,-100,-100,-100,-80,-100,-100,
