x,y,EC:7D:1E:28:F0:06,F7:38:03:58:5F:67,FA:CF:CB:5D:0E:B8,01:17:C5:97:87:84,01:17:C5:97:B5:70,01:17:C5:97:1B:44,01:17:C5:97:E7:B3,01:17:C5:97:5B:1D,01:17:C5:97:58:C3,01:17:C5:97:44:BE,01:17:C5:97:DE:E8,F0:AB:CE:31:10:B9,
-599.8810119628906,655.3970069885254,-100,-100,-84,-64,-79,-87,-87,-76,-79,-87,-88,-100,
-599.8810119628906,655.3970069885254,-100,-100,-84,-64,-79,-87,-87,-76,-79,-87,-88,-100,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-70,-86,-88,-76,-88,-89,-85,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-77,-76,-85,-88,-76,-81,-88,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-84,-63,-76,-83,-90,-76,-86,-83,-86,-91,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-63,-75,-82,-91,-77,-80,-84,-86,-93,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-83,-64,-70,-80,-88,-76,-79,-90,-86,-92,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-75,-83,-89,-75,-78,-83,-92,-91,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-75,-83,-89,-75,-78,-83,-92,-91,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-75,-83,-89,-75,-78,-83,-92,-91,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-75,-83,-89,-75,-78,-83,-92,-91,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-75,-83,-89,-75,-78,-83,-92,-91,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-75,-83,-89,-75,-78,-83,-92,-91,
-599.8810119628906,655.3970069885254,-100,-100,-82,-64,-75,-83,-89,-75,-78,-83,-92,-91,
-595.4579772949219,48.29700469970703,-100,-100,-68,-69,-75,-84,-83,-76,-87,-86,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-69,-75,-84,-83,-76,-87,-86,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-69,-75,-84,-83,-76,-87,-86,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-73,-80,-81,-83,-75,-88,-86,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-73,-80,-81,-83,-75,-88,-86,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-73,-80,-81,-83,-75,-88,-86,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-73,-80,-81,-83,-75,-88,-86,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-73,-80,-81,-83,-75,-88,-86,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-68,-74,-84,-86,-76,-79,-87,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-68,-74,-84,-86,-76,-79,-87,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-68,-74,-84,-86,-76,-79,-87,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-68,-74,-84,-86,-76,-79,-87,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-68,-74,-84,-86,-76,-79,-87,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-68,-74,-84,-86,-76,-79,-87,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-72,-68,-75,-82,-83,-76,-79,-88,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-72,-68,-75,-82,-83,-76,-79,-88,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-72,-68,-75,-82,-83,-76,-79,-88,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-72,-68,-75,-82,-83,-76,-79,-88,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-72,-68,-75,-82,-83,-76,-79,-88,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-72,-68,-75,-82,-83,-76,-79,-88,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-69,-74,-81,-88,-77,-88,-86,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-69,-74,-81,-88,-77,-88,-86,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-69,-74,-81,-88,-77,-88,-86,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-69,-74,-81,-88,-77,-88,-86,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-69,-74,-81,-88,-77,-88,-86,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-69,-74,-81,-88,-77,-88,-86,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-77,-73,-83,-85,-76,-86,-85,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-77,-73,-83,-85,-76,-86,-85,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-77,-73,-83,-85,-76,-86,-85,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-77,-73,-83,-85,-76,-86,-85,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-77,-73,-83,-85,-76,-86,-85,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-77,-73,-83,-85,-76,-86,-85,-85,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-86,-82,-75,-84,-87,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-86,-82,-75,-84,-87,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-86,-82,-75,-84,-87,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-86,-82,-75,-84,-87,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-86,-82,-75,-84,-87,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-86,-82,-75,-84,-87,-84,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-84,-83,-78,-81,-86,-94,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-84,-83,-78,-81,-86,-94,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-84,-83,-78,-81,-86,-94,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-84,-83,-78,-81,-86,-94,-100,
-595.4579772949219,48.29700469970703,-100,-100,-68,-78,-75,-84,-83,-78,-81,-86,-94,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-68,-83,-87,-86,-78,-90,-91,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-68,-83,-87,-86,-78,-90,-91,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-68,-83,-87,-86,-78,-90,-91,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-68,-83,-87,-86,-78,-90,-91,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-68,-83,-87,-86,-78,-90,-91,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-68,-83,-87,-86,-78,-90,-91,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-68,-83,-87,-86,-78,-90,-91,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-81,-80,-84,-80,-90,-89,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-81,-80,-84,-80,-90,-89,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-81,-80,-84,-80,-90,-89,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-81,-80,-84,-80,-90,-89,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-81,-80,-84,-80,-90,-89,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-81,-80,-84,-80,-90,-89,-78,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-74,-87,-84,-78,-86,-90,-81,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-74,-87,-84,-78,-86,-90,-81,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-74,-87,-84,-78,-86,-90,-81,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-74,-87,-84,-78,-86,-90,-81,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-74,-87,-84,-78,-86,-90,-81,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-68,-74,-87,-84,-78,-86,-90,-81,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-76,-74,-84,-79,-76,-81,-85,-86,-93,
-595.4579772949219,48.29700469970703,-100,-100,-69,-76,-74,-84,-79,-76,-81,-85,-86,-93,
-595.4579772949219,48.29700469970703,-100,-100,-69,-76,-74,-84,-79,-76,-81,-85,-86,-93,
-595.4579772949219,48.29700469970703,-100,-100,-69,-76,-74,-84,-79,-76,-81,-85,-86,-93,
-595.4579772949219,48.29700469970703,-100,-100,-69,-76,-74,-84,-79,-76,-81,-85,-86,-93,
-595.4579772949219,48.29700469970703,-100,-100,-69,-76,-74,-84,-79,-76,-81,-85,-86,-93,
-595.4579772949219,48.29700469970703,-100,-100,-70,-77,-75,-83,-80,-100,-80,-82,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-77,-75,-83,-80,-100,-80,-82,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-77,-75,-83,-80,-100,-80,-82,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-77,-75,-83,-80,-100,-80,-82,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-77,-75,-83,-80,-100,-80,-82,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-77,-75,-83,-80,-100,-80,-82,-87,-100,
-595.4579772949219,48.29700469970703,-100,-100,-73,-68,-75,-81,-84,-75,-86,-86,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-73,-68,-75,-81,-84,-75,-86,-86,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-73,-68,-75,-81,-84,-75,-86,-86,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-73,-68,-75,-81,-84,-75,-86,-86,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-73,-68,-75,-81,-84,-75,-86,-86,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-73,-68,-75,-81,-84,-75,-86,-86,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-70,-74,-83,-79,-76,-84,-90,-86,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-70,-74,-83,-79,-76,-84,-90,-86,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-70,-74,-83,-79,-76,-84,-90,-86,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-70,-74,-83,-79,-76,-84,-90,-86,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-70,-74,-83,-79,-76,-84,-90,-86,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-70,-74,-83,-79,-76,-84,-90,-86,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-76,-74,-86,-81,-79,-82,-82,-88,-96,
-595.4579772949219,48.29700469970703,-100,-100,-70,-76,-74,-86,-81,-79,-82,-82,-88,-96,
-595.4579772949219,48.29700469970703,-100,-100,-70,-76,-74,-86,-81,-79,-82,-82,-88,-96,
-595.4579772949219,48.29700469970703,-100,-100,-70,-76,-74,-86,-81,-79,-82,-82,-88,-96,
-595.4579772949219,48.29700469970703,-100,-100,-70,-76,-74,-86,-81,-79,-82,-82,-88,-96,
-595.4579772949219,48.29700469970703,-100,-100,-70,-76,-74,-86,-81,-79,-82,-82,-88,-96,
-595.4579772949219,48.29700469970703,-100,-100,-69,-78,-81,-84,-85,-81,-86,-92,-80,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-78,-81,-84,-85,-81,-86,-92,-80,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-78,-81,-84,-85,-81,-86,-92,-80,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-78,-81,-84,-85,-81,-86,-92,-80,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-78,-81,-84,-85,-81,-86,-92,-80,-100,
-595.4579772949219,48.29700469970703,-100,-100,-69,-78,-81,-84,-85,-81,-86,-92,-80,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-77,-74,-82,-84,-80,-86,-100,-79,-100,
-595.4579772949219,48.29700469970703,-100,-100,-70,-77,-74,-82,-84,-80,-86,-100,-79,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-66,-76,-80,-90,-83,-83,-86,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-66,-76,-80,-90,-83,-83,-86,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-66,-76,-80,-90,-83,-83,-86,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-66,-76,-80,-90,-83,-83,-86,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-66,-76,-80,-90,-83,-83,-86,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-76,-72,-81,-81,-92,-84,-84,-81,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-76,-72,-81,-81,-92,-84,-84,-81,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-76,-72,-81,-81,-92,-84,-84,-81,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-76,-72,-81,-81,-92,-84,-84,-81,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-76,-72,-81,-81,-92,-84,-84,-81,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-76,-72,-81,-81,-92,-84,-84,-81,-91,-100,
-606.3849792480469,846.9729995727539,-100,-95,-75,-84,-81,-82,-90,-84,-86,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-95,-75,-84,-81,-82,-90,-84,-86,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-95,-75,-84,-81,-82,-90,-84,-86,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-95,-75,-84,-81,-82,-90,-84,-86,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-95,-75,-84,-81,-82,-90,-84,-86,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-82,-82,-90,-78,-87,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-82,-82,-90,-78,-87,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-82,-82,-90,-78,-87,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-82,-82,-90,-78,-87,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-82,-82,-90,-78,-87,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-82,-82,-90,-78,-87,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-82,-81,-82,-92,-82,-82,-84,-96,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-82,-81,-82,-92,-82,-82,-84,-96,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-82,-81,-82,-92,-82,-82,-84,-96,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-82,-81,-82,-92,-82,-82,-84,-96,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-82,-81,-82,-92,-82,-82,-84,-96,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-82,-81,-82,-92,-82,-82,-84,-96,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-81,-81,-90,-81,-86,-83,-90,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-81,-81,-90,-81,-86,-83,-90,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-81,-81,-90,-81,-86,-83,-90,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-81,-81,-90,-81,-86,-83,-90,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-81,-81,-90,-81,-86,-83,-90,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-83,-81,-92,-81,-83,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-83,-81,-92,-81,-83,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-83,-81,-92,-81,-83,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-83,-81,-92,-81,-83,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-83,-81,-92,-81,-83,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-83,-81,-92,-81,-83,-83,-92,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-84,-80,-80,-90,-80,-84,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-75,-84,-80,-80,-90,-80,-84,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-75,-84,-80,-80,-90,-80,-84,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-75,-84,-80,-80,-90,-80,-84,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-75,-84,-80,-80,-90,-80,-84,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-100,-90,-78,-84,-83,-100,-96,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-100,-90,-78,-84,-83,-100,-96,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-100,-90,-78,-84,-83,-100,-96,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-100,-90,-78,-84,-83,-100,-96,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-100,-90,-78,-84,-83,-100,-96,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-100,-90,-78,-84,-83,-100,-96,
-606.3849792480469,846.9729995727539,-100,-100,-77,-65,-80,-81,-93,-79,-82,-82,-93,-100,
-606.3849792480469,846.9729995727539,-100,-100,-77,-65,-80,-81,-93,-79,-82,-82,-93,-100,
-606.3849792480469,846.9729995727539,-100,-100,-77,-65,-80,-81,-93,-79,-82,-82,-93,-100,
-606.3849792480469,846.9729995727539,-100,-100,-77,-65,-80,-81,-93,-79,-82,-82,-93,-100,
-606.3849792480469,846.9729995727539,-100,-100,-77,-65,-80,-81,-93,-79,-82,-82,-93,-100,
-606.3849792480469,846.9729995727539,-100,-100,-78,-71,-83,-81,-91,-81,-84,-82,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-78,-71,-83,-81,-91,-81,-84,-82,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-78,-71,-83,-81,-91,-81,-84,-82,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-78,-71,-83,-81,-91,-81,-84,-82,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-78,-71,-83,-81,-91,-81,-84,-82,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-78,-71,-83,-81,-91,-81,-84,-82,-91,-100,
-606.3849792480469,846.9729995727539,-100,-100,-73,-85,-81,-79,-90,-81,-83,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-73,-85,-81,-79,-90,-81,-83,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-73,-85,-81,-79,-90,-81,-83,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-73,-85,-81,-79,-90,-81,-83,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-73,-85,-81,-79,-90,-81,-83,-74,-88,-86,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-78,-91,-81,-83,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-78,-91,-81,-83,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-78,-91,-81,-83,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-78,-91,-81,-83,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-78,-91,-81,-83,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-80,-78,-91,-81,-83,-82,-88,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-80,-82,-90,-80,-83,-83,-94,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-80,-82,-90,-80,-83,-83,-94,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-80,-82,-90,-80,-83,-83,-94,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-80,-82,-90,-80,-83,-83,-94,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-80,-82,-90,-80,-83,-83,-94,-100,
-606.3849792480469,846.9729995727539,-100,-100,-74,-72,-80,-82,-90,-80,-83,-83,-94,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-91,-78,-90,-82,-84,-74,-89,-97,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-91,-78,-90,-82,-84,-74,-89,-97,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-91,-78,-90,-82,-84,-74,-89,-97,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-91,-78,-90,-82,-84,-74,-89,-97,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-91,-78,-90,-82,-84,-74,-89,-97,
-606.3849792480469,846.9729995727539,-100,-100,-75,-72,-91,-78,-90,-82,-84,-74,-89,-97,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-86,-81,-92,-81,-82,-82,-88,-88,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-86,-81,-92,-81,-82,-82,-88,-88,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-86,-81,-92,-81,-82,-82,-88,-88,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-86,-81,-92,-81,-82,-82,-88,-88,
-606.3849792480469,846.9729995727539,-100,-100,-74,-65,-86,-81,-92,-81,-82,-82,-88,-88,
-606.3849792480469,846.9729995727539,-100,-100,-75,-65,-78,-80,-92,-80,-82,-84,-87,-100,
-606.3849792480469,846.9729995727539,-100,-100,-75,-65,-78,-80,-92,-80,-82,-84,-87,-100,
